name,lat,lng,type,region,base_lake
Étang de la Bressonne,46.5727551,6.6998609,Lake,Switzerland,Lake Geneva
Port des Maisonnettes,46.4892581,6.7363433,Water,Switzerland,Lake Geneva
Port de Moratel,46.4890631,6.7386797,Water,Switzerland,Lake Geneva
Lac de Dranse,46.4000279,6.5136882,Water,Switzerland,Lake Geneva
Port Ripaille,46.4028091,6.5102155,Water,Switzerland,Lake Geneva
Golfe de Coudrée,46.3534554,6.3815982,Water,Switzerland,Lake Geneva
Lago Grande,45.8035867,9.2540446,Water,Italy,Lake Como
Laghetto di Origlio,46.0506656,8.9427516,Lake,Italy,Lake Como
Lago del Segrino,45.8293265,9.2679566,Lake,Italy,Lake Como
Lago di Olginate,45.7981307,9.4211258,Lake,Italy,Lake Como
Bolla del Ponciv,45.9128412,9.2420193,Water,Italy,Lake Como
Laghetto del Ghitello,45.8503894,9.0125797,Reservoir,Italy,Lake Como
Laghetto di Crezzo,45.8974842,9.2835648,Water,Italy,Lake Como
Laghetto Moto Guzzi,45.9004632,9.3677471,Reservoir,Italy,Lake Como
Lago Pules,46.0189003,9.362276,Reservoir,Italy,Lake Como
Laghetto di Artesso,46.0969586,9.3429214,Water,Italy,Lake Como
Bacino Vestreno,46.0874242,9.3203801,Reservoir,Italy,Lake Como
Lago Scoggione,46.1068991,9.4159987,Water,Italy,Lake Como
laghetto Pomodoro,46.1392359,9.124453,Lake,Italy,Lake Como
Lago inferiore di Deleguaggio,46.0798097,9.4409655,Lake,Italy,Lake Como
Lago superiore di Deleguaggio,46.0796753,9.4450873,Lake,Italy,Lake Como
Lago Culino,46.086325,9.5146858,Water,Italy,Lake Como
Lago di Losa,46.0509003,9.4478404,Water,Italy,Lake Como
Bolla di Mezzegra,45.9961299,9.1881838,Reservoir,Italy,Lake Como
Lago di Sasso,46.017819,9.5140538,Lake,Italy,Lake Como
Lago dell'Inferno,46.0227617,9.5266081,Reservoir,Italy,Lake Como
Lago di Trona,46.0292405,9.5396962,Reservoir,Italy,Lake Como
Lago Zancone,46.0253993,9.5451584,Lake,Italy,Lake Como
Lago Rotondo,46.018874,9.5381569,Lake,Italy,Lake Como
Laghetto degli Asini,46.0272076,9.4788194,Water,Italy,Lake Como
Lago Piazzotti,46.0214384,9.5594427,Lake,Italy,Lake Como
Bolla del Tellero,45.9940301,9.104373,Water,Italy,Lake Como
Lago di Caslé,45.9958647,9.0401055,Lake,Italy,Lake Como
Lago di Alserio,45.7854023,9.2155853,Lake,Italy,Lake Como
Bacino di Tronella,46.0305209,9.5611499,Reservoir,Italy,Lake Como
Bolla di Valmana,45.8696097,9.5135392,Water,Italy,Lake Como
Lago Piccolo,45.8001136,9.2531924,Water,Italy,Lake Como
Bolla di Ermogna,45.9263806,9.065693,Water,Italy,Lake Como
Stagno,46.0428584,8.9586445,Water,Italy,Lake Como
Lago artificiale di Roggiasca,46.2035797,9.1676782,Water,Italy,Lake Como
Stagno del Pozzal,45.9826098,9.315593,Water,Italy,Lake Como
Cisterna per l' acqua del Forte di Fuentes,46.1476946,9.4054336,Reservoir,Italy,Lake Como
Laghetto di Foppagrande,46.0307008,9.4848685,Water,Italy,Lake Como
Vasca antincendio Loc. Bodone PEGLIO,46.1754758,9.2884447,Reservoir,Italy,Lake Como
Laghettino dell'Alpe di Gesero,46.1802247,9.1078577,Lake,Italy,Lake Como
La Bolla,45.9210119,9.1763055,Water,Italy,Lake Como
Laghetto Verde,46.1318096,9.3479873,Water,Italy,Lake Como
Stagno di Pra Redond,45.9402207,9.5184573,Water,Italy,Lake Como
Pozza di Piic,46.0398055,9.5505544,Water,Italy,Lake Como
Laghetto delle Ninfee,46.1345866,9.3528657,Water,Italy,Lake Como
Marmitta dei Giganti,45.8536945,9.3068035,Water,Italy,Lake Como
Laghetto,45.927605,9.2714397,Lake,Italy,Lake Como
I laghéett,45.8472188,9.0682107,Lake,Italy,Lake Como
Vasca Antincendio S.Bernardo,46.1146614,9.2449401,Reservoir,Italy,Lake Como
Guàa dól Cašòt,46.0493877,9.4206373,Water,Italy,Lake Como
Pózze dól Graš,46.061032,9.4263523,Water,Italy,Lake Como
Guàa da Biš,46.067407,9.4481299,Water,Italy,Lake Como
Püzz da Morosèe,46.0669086,9.4431539,Water,Italy,Lake Como
Pózz dal Lanz,46.0641741,9.4454805,Water,Italy,Lake Como
Pózze di Pirlìt,46.0633529,9.4313358,Water,Italy,Lake Como
I Püzz,46.0630546,9.4223043,Water,Italy,Lake Como
Pózze de Sašòlt,46.06307,9.4290252,Water,Italy,Lake Como
Acquedotto di Ponte Capriasca,46.0634601,8.9553538,Reservoir,Italy,Lake Como
Fosset,46.068968,9.3067878,Water,Italy,Lake Como
Pózze dól Böc,46.060801,9.4275312,Water,Italy,Lake Como
Colderǜün,46.0614751,9.4513486,Water,Italy,Lake Como
Fonte,45.9902867,8.9493638,Water,Italy,Lake Como
depuratore,46.0496602,9.4195931,Water,Italy,Lake Como
Guàa da Biiš,46.049928,9.4178197,Water,Italy,Lake Como
Laghèt dél Zòk,46.032722,9.4673185,Water,Italy,Lake Como
Bacino idrico coperto,46.1781265,9.379823,Reservoir,Italy,Lake Como
lago Tomino,46.0751783,9.2439897,Water,Italy,Lake Como
laghetto giapponese,45.9819891,9.2557274,Water,Italy,Lake Como
Vasca antincendio Cremia,46.0894312,9.2345545,Reservoir,Italy,Lake Como
Güàa da la Scüme,46.0359405,9.4290332,Water,Italy,Lake Como
Vasca antincendio fissa ZEDA,46.1224872,9.2105159,Water,Italy,Lake Como
Guàa de la Baràche,46.0344405,9.4299908,Water,Italy,Lake Como
Lago di Piano,46.0379443,9.1624672,Water,Italy,Lake Como
Lago di Como,45.9917576,9.2278521,Lake,Italy,Lake Como
Lago di Lugano,45.9696447,8.9919612,Lake,Italy,Lake Como
Lago di Garlate,45.8211517,9.4077581,Water,Italy,Lake Como
Lago di Annone,45.8107227,9.3418761,Lake,Italy,Lake Como
Lago di Pusiano,45.8013748,9.2726482,Lake,Italy,Lake Como
Laghi di Roggio,46.1731576,9.1816434,Water,Italy,Lake Como
Laghetto di Dascio,46.1823857,9.4183939,Lake,Italy,Lake Como
Lago di Mezzola,46.1996647,9.4414824,Lake,Italy,Lake Como
Douglas Lake,51.5420778,-115.9400789,Lake,Canada_Alberta,Banff Lake Louise
Cascade Lakes,51.3482196,-116.3260777,Lake,Canada_Alberta,Banff Lake Louise
McArthur Creek,51.3011405,-116.3819159,Water,Canada_Alberta,Banff Lake Louise
Ottertail River,51.2858288,-116.4252454,Water,Canada_Alberta,Banff Lake Louise
Ottertail River,51.2750639,-116.391776,Water,Canada_Alberta,Banff Lake Louise
Cathedral Lakes,51.3681872,-116.3943658,Lake,Canada_Alberta,Banff Lake Louise
Cathedral Lakes,51.3695552,-116.3919791,Lake,Canada_Alberta,Banff Lake Louise
Cathedral Lakes,51.3743213,-116.3862818,Lake,Canada_Alberta,Banff Lake Louise
Cathedral Lakes,51.372096,-116.3890948,Lake,Canada_Alberta,Banff Lake Louise
Cathedral Lakes,51.3751716,-116.385406,Lake,Canada_Alberta,Banff Lake Louise
Linda Lake,51.3705514,-116.3745093,Lake,Canada_Alberta,Banff Lake Louise
Cascade Lakes,51.3467928,-116.3250298,Lake,Canada_Alberta,Banff Lake Louise
Cascade Lakes,51.3444749,-116.3245232,Lake,Canada_Alberta,Banff Lake Louise
Hungabee Lake,51.343349,-116.3189133,Lake,Canada_Alberta,Banff Lake Louise
Lake O'Hara,51.3557926,-116.3316246,Lake,Canada_Alberta,Banff Lake Louise
Lake Oesa,51.354319,-116.3035753,Lake,Canada_Alberta,Banff Lake Louise
Lefroy Lake,51.3557667,-116.3108568,Lake,Canada_Alberta,Banff Lake Louise
Mary Lake,51.3507841,-116.3344349,Lake,Canada_Alberta,Banff Lake Louise
Moor Lakes,51.3454519,-116.3214889,Lake,Canada_Alberta,Banff Lake Louise
Morning Glory Lakes,51.3630481,-116.3697363,Lake,Canada_Alberta,Banff Lake Louise
Morning Glory Lakes,51.3657853,-116.3636974,Lake,Canada_Alberta,Banff Lake Louise
Morning Glory Lakes,51.3641617,-116.3643331,Lake,Canada_Alberta,Banff Lake Louise
Opabin Lake,51.3408254,-116.311395,Lake,Canada_Alberta,Banff Lake Louise
Schaffer Lake,51.3483701,-116.3495627,Lake,Canada_Alberta,Banff Lake Louise
Victoria Lake,51.3582335,-116.3140575,Lake,Canada_Alberta,Banff Lake Louise
Yukness Lake,51.3572322,-116.3208318,Lake,Canada_Alberta,Banff Lake Louise
Monica Lake,51.3829784,-116.3891514,Lake,Canada_Alberta,Banff Lake Louise
Kicking Horse River,51.4334218,-116.396801,Water,Canada_Alberta,Banff Lake Louise
Yoho River,51.4478504,-116.4311836,Water,Canada_Alberta,Banff Lake Louise
Hidden Lakes,51.4842496,-116.4842465,Lake,Canada_Alberta,Banff Lake Louise
Sherbrooke Creek,51.4502224,-116.3832369,Water,Canada_Alberta,Banff Lake Louise
Sherbrooke Lake,51.4574815,-116.3878697,Lake,Canada_Alberta,Banff Lake Louise
Yoho Lake,51.4745935,-116.4849191,Lake,Canada_Alberta,Banff Lake Louise
Yoho River,51.5026048,-116.4824309,Water,Canada_Alberta,Banff Lake Louise
Lake Agnes,51.4149005,-116.2477139,Lake,Canada_Alberta,Banff Lake Louise
Minewakun Lake,51.4303537,-116.2552534,Lake,Canada_Alberta,Banff Lake Louise
Narao Lakes,51.4237058,-116.3475777,Lake,Canada_Alberta,Banff Lake Louise
Ross Lake,51.4376567,-116.3030343,Lake,Canada_Alberta,Banff Lake Louise
Wapta Lake,51.4395487,-116.350216,Lake,Canada_Alberta,Banff Lake Louise
Sink Lake,51.4502011,-116.3088574,Lake,Canada_Alberta,Banff Lake Louise
Summit Lake,51.450518,-116.2938519,Lake,Canada_Alberta,Banff Lake Louise
Consolation Lakes,51.3099249,-116.1493457,Lake,Canada_Alberta,Banff Lake Louise
Consolation Lakes,51.3154247,-116.152536,Lake,Canada_Alberta,Banff Lake Louise
Kaufmann Lake,51.2695551,-116.2373575,Lake,Canada_Alberta,Banff Lake Louise
Lake Annette,51.3671204,-116.2095729,Water,Canada_Alberta,Banff Lake Louise
Moraine Lake,51.3216831,-116.1849021,Lake,Canada_Alberta,Banff Lake Louise
O'Brien Lake,51.2865247,-116.0831508,Lake,Canada_Alberta,Banff Lake Louise
Taylor Lake,51.2957697,-116.0962816,Lake,Canada_Alberta,Banff Lake Louise
Temple Lake,51.3650095,-116.1809572,Lake,Canada_Alberta,Banff Lake Louise
Baker Lake,51.4917609,-116.0412987,Lake,Canada_Alberta,Banff Lake Louise
Brachiopod Lake,51.4799884,-116.0264251,Lake,Canada_Alberta,Banff Lake Louise
Brachiopod Lake,51.4801768,-116.0250968,Lake,Canada_Alberta,Banff Lake Louise
Hidden Lake,51.485151,-116.1090313,Lake,Canada_Alberta,Banff Lake Louise
Kingfisher Lake,51.4105905,-116.1621138,Lake,Canada_Alberta,Banff Lake Louise
Little Baker Lake,51.485492,-116.0293374,Lake,Canada_Alberta,Banff Lake Louise
Mirror Lake,51.4159176,-116.2401955,Lake,Canada_Alberta,Banff Lake Louise
Ptarmigan Lake,51.4842305,-116.076534,Lake,Canada_Alberta,Banff Lake Louise
Redoubt Lake,51.4733777,-116.0736543,Lake,Canada_Alberta,Banff Lake Louise
Tilted Lake,51.4847439,-116.0247025,Lake,Canada_Alberta,Banff Lake Louise
Zigadenus Lake,51.5008319,-116.0840738,Lake,Canada_Alberta,Banff Lake Louise
Castilleja Lake,51.5195774,-116.0995929,Lake,Canada_Alberta,Banff Lake Louise
Lake Merlin,51.5118021,-116.1108831,Lake,Canada_Alberta,Banff Lake Louise
Myosotis Lake,51.5039782,-116.0794948,Lake,Canada_Alberta,Banff Lake Louise
Oyster Lake,51.5054514,-116.0070802,Lake,Canada_Alberta,Banff Lake Louise
Fish Lakes,51.6436063,-116.1809029,Lake,Canada_Alberta,Banff Lake Louise
Fish Lakes,51.6423249,-116.1981162,Lake,Canada_Alberta,Banff Lake Louise
Goodsir Creek,51.2448956,-116.3837118,Water,Canada_Alberta,Banff Lake Louise
Vista Lake,51.2389192,-116.0254101,Lake,Canada_Alberta,Banff Lake Louise
Block Lakes,51.3716182,-115.8422458,Lake,Canada_Alberta,Banff Lake Louise
Luellen Lake,51.340363,-115.9168662,Lake,Canada_Alberta,Banff Lake Louise
Rockbound Lake,51.3142826,-115.9325482,Lake,Canada_Alberta,Banff Lake Louise
Tower Lake,51.3077189,-115.9250071,Lake,Canada_Alberta,Banff Lake Louise
Alfred Lake,51.4739077,-115.9369374,Lake,Canada_Alberta,Banff Lake Louise
Donald Lake,51.4832885,-115.9306218,Lake,Canada_Alberta,Banff Lake Louise
Goat Lake,51.4472725,-115.859207,Lake,Canada_Alberta,Banff Lake Louise
Gwendolyn Lake,51.458961,-115.9113791,Lake,Canada_Alberta,Banff Lake Louise
Panther Lake,51.4649364,-115.870224,Lake,Canada_Alberta,Banff Lake Louise
Wildflower Lake,51.4287209,-115.9920666,Lake,Canada_Alberta,Banff Lake Louise
Peaceful Pond,51.4375577,-116.537006,Water,Canada_Alberta,Banff Lake Louise
Emerald Lake,51.4437418,-116.533223,Lake,Canada_Alberta,Banff Lake Louise
Diamond Lake,43.1604662,-122.152361,Lake,USA_Oregon,Crater Lake
Teal Lake,43.1289682,-122.1555424,Water,USA_Oregon,Crater Lake
Horse Lake,43.1267435,-122.1534565,Water,USA_Oregon,Crater Lake
Quillwort Pond,42.8510092,-122.1576706,Water,USA_Oregon,Crater Lake
Whitehorse Pond,42.8764412,-122.1997999,Water,USA_Oregon,Crater Lake
Lake West,43.0801496,-122.2362471,Lake,USA_Oregon,Crater Lake
Crater Lake,42.941527,-122.1072547,Lake,USA_Oregon,Crater Lake
Three Lakes,43.1301474,-122.2708918,Lake,USA_Oregon,Crater Lake
Badesee St. Johann,46.534853,14.2149579,Water,Slovenia,Lake Bled
Zajezitveno jezero HE Moste,46.4161769,14.1082196,Water,Slovenia,Lake Bled
Hafnersee,46.5874714,14.1326462,Water,Slovenia,Lake Bled
Feistritzer Stausee,46.5332372,14.1530416,Water,Slovenia,Lake Bled
Penkensee,46.5825686,14.1253133,Water,Slovenia,Lake Bled
Aichwaldsee,46.5560542,13.9438312,Lake,Slovenia,Lake Bled
Ferlacher Stausee,46.546966,14.2478672,Reservoir,Slovenia,Lake Bled
Obiltschnigteich,46.5884545,14.177638,Water,Slovenia,Lake Bled
Srednje Kriško jezero,46.403368,13.8026782,Lake,Slovenia,Lake Bled
Zgornje Kriško jezero,46.4085853,13.8052802,Lake,Slovenia,Lake Bled
Spodnje Kriško jezero,46.3992365,13.8023108,Lake,Slovenia,Lake Bled
Meerauge/Jezerce,46.4717634,14.2176988,Water,Slovenia,Lake Bled
Javorniško jezero,46.4573285,14.1022824,Water,Slovenia,Lake Bled
Triebnig-Teich,46.5285382,14.0742068,Water,Slovenia,Lake Bled
Waidischer See,46.5108471,14.3305092,Water,Slovenia,Lake Bled
Dollicher Teich,46.5227331,14.3133778,Water,Slovenia,Lake Bled
Pirker Teich,46.5568834,13.9936584,Water,Slovenia,Lake Bled
Mikelteich,46.5451689,14.0369413,Water,Slovenia,Lake Bled
Mikelteich,46.5452077,14.0361714,Water,Slovenia,Lake Bled
Grüner See,46.5418069,14.2262993,Lake,Slovenia,Lake Bled
Birkenhofsee,46.5415297,14.2278769,Water,Slovenia,Lake Bled
Beschneiungsteich St. Jakob,46.5496085,14.0480125,Reservoir,Slovenia,Lake Bled
Jezero na Planini pri Jezeru,46.3110574,13.8273095,Lake,Slovenia,Lake Bled
Rjavo jezero,46.3554897,13.795616,Water,Slovenia,Lake Bled
Jezero pod Vršacem,46.3596074,13.7980975,Lake,Slovenia,Lake Bled
Završniško jezero,46.4068581,14.1485136,Reservoir,Slovenia,Lake Bled
Zeleno jezero,46.3512102,13.7947274,Lake,Slovenia,Lake Bled
Jezero pod Vršaki,46.3498582,13.7975214,Lake,Slovenia,Lake Bled
Kinderwasserspielplatz,46.5324176,14.1346371,Water,Slovenia,Lake Bled
Kinderwasserspielplatz,46.5323284,14.1346269,Water,Slovenia,Lake Bled
Kinderwasserspielplatz,46.5322414,14.1345717,Water,Slovenia,Lake Bled
Pumpwerk Dragositschach,46.5402687,14.088534,Water,Slovenia,Lake Bled
Ceglovnica,46.2335356,14.3259449,Water,Slovenia,Lake Bled
Četrto Kriško jezero,46.4051714,13.8065589,Lake,Slovenia,Lake Bled
Kreda,46.4487548,13.9286994,Water,Slovenia,Lake Bled
Močila,46.4765615,14.1081555,Water,Slovenia,Lake Bled
Ribnik Race,46.2877129,14.3255574,Water,Slovenia,Lake Bled
Ribnik Race,46.288617,14.324134,Water,Slovenia,Lake Bled
Čukova jama,46.2735816,14.3611302,Water,Slovenia,Lake Bled
Krokodilnica,46.2756124,14.3605433,Water,Slovenia,Lake Bled
Ledvička,46.2755989,14.3621928,Water,Slovenia,Lake Bled
Črnava,46.3038763,14.4260209,Lake,Slovenia,Lake Bled
Kreda,46.4164087,13.991793,Water,Slovenia,Lake Bled
Pumpwerk Selkach,46.5405966,14.0976303,Water,Slovenia,Lake Bled
Hollenburger Teich,46.5518364,14.2575123,Water,Slovenia,Lake Bled
Grofov bajer,46.3303714,14.1456257,Water,Slovenia,Lake Bled
Ochsenauge,46.4719052,14.2177365,Water,Slovenia,Lake Bled
Quellsammelstelle Valentin - Valentin Quelle,46.5235482,14.2556694,Reservoir,Slovenia,Lake Bled
Mikelteich,46.544875,14.0374897,Water,Slovenia,Lake Bled
Speicher Baumgartnerhöhe,46.5360842,13.9065627,Water,Slovenia,Lake Bled
Blejsko jezero,46.3639029,14.0952477,Lake,Slovenia,Lake Bled
Ressnigteich,46.5452145,14.2833358,Water,Slovenia,Lake Bled
Ratzteich,46.5333161,14.2637982,Water,Slovenia,Lake Bled
Šobčev Bajer,46.3536303,14.1508445,Water,Slovenia,Lake Bled
Keutschacher See,46.5854514,14.1588974,Lake,Slovenia,Lake Bled
Bohinjsko jezero,46.2822667,13.8587525,Lake,Slovenia,Lake Bled
Tržiška Bistrica,46.2804249,14.2712688,Water,Slovenia,Lake Bled
Ciginovac,44.8725672,15.5950337,Lake,Croatia,Plitvice Lakes
Okrugljak,44.8728828,15.6002533,Lake,Croatia,Plitvice Lakes
Novakovića brod,44.9022125,15.6099312,Lake,Croatia,Plitvice Lakes
Korana,44.9464532,15.6443843,Water,Croatia,Plitvice Lakes
Malo jezero,44.8745399,15.6021775,Lake,Croatia,Plitvice Lakes
Veliko jezero,44.8732517,15.6023327,Lake,Croatia,Plitvice Lakes
Jezero Vir,44.8736111,15.6032494,Lake,Croatia,Plitvice Lakes
Gavanovac,44.899082,15.6111827,Lake,Croatia,Plitvice Lakes
Prošćansko jezero,44.8615773,15.5968867,Lake,Croatia,Plitvice Lakes
Kaluđerovac,44.9011259,15.6107914,Lake,Croatia,Plitvice Lakes
Milanovac,44.8963026,15.6097695,Lake,Croatia,Plitvice Lakes
Sinjac,45.0497303,15.4226783,Lake,Croatia,Plitvice Lakes
Batinovac,44.8718182,15.6032074,Lake,Croatia,Plitvice Lakes
Midžića jezero,44.8074029,15.8777938,Water,Croatia,Plitvice Lakes
RIZ Krajna,44.8236495,15.8032694,Water,Croatia,Plitvice Lakes
Burget,44.8791426,15.6144945,Lake,Croatia,Plitvice Lakes
Milino jezero,44.8762974,15.6098087,Lake,Croatia,Plitvice Lakes
Crno jezero,44.7401697,15.7415102,Water,Croatia,Plitvice Lakes
Sastavci,44.9028684,15.6096879,Lake,Croatia,Plitvice Lakes
Jezero Kozjak,44.8846674,15.6095567,Lake,Croatia,Plitvice Lakes
Gradinsko jezero,44.8782354,15.6112781,Lake,Croatia,Plitvice Lakes
Galovac,44.8748938,15.6059213,Lake,Croatia,Plitvice Lakes
Korana,44.9059269,15.6094962,Water,Croatia,Plitvice Lakes
Loch Ashie,57.3832739,-4.2815108,Water,Scotland,Loch Ness
Loch Meiklie,57.3352416,-4.6009945,Water,Scotland,Loch Ness
Loch Craskie,57.3625226,-4.8182583,Water,Scotland,Loch Ness
Loch Duntelchaig,57.3484911,-4.2900291,Lake,Scotland,Loch Ness
Loch Bunachton,57.3861802,-4.2226945,Lake,Scotland,Loch Ness
Loch a' Choire,57.3333721,-4.2811486,Lake,Scotland,Loch Ness
Lochan an Eoin Ruadha,57.3585646,-4.3098444,Water,Scotland,Loch Ness
Loch a' Chlachain,57.3610335,-4.2379761,Lake,Scotland,Loch Ness
Loch Liath,57.2377101,-4.7620926,Lake,Scotland,Loch Ness
Loch Killin,57.1622411,-4.4370749,Water,Scotland,Loch Ness
Loch nan Lann,57.1827999,-4.57797,Water,Scotland,Loch Ness
Loch Kemp,57.2133546,-4.5365569,Water,Scotland,Loch Ness
Loch Mhòr,57.2327809,-4.4424268,Reservoir,Scotland,Loch Ness
Loch Ceo Glais,57.3279472,-4.3450181,Water,Scotland,Loch Ness
Lochan na Curra,57.3604249,-4.3195937,Water,Scotland,Loch Ness
Loch nan Eun,57.1540035,-4.5603052,Water,Scotland,Loch Ness
Loch nan Sgorthaich,57.1967061,-4.5712245,Water,Scotland,Loch Ness
Loch nan Nighean,57.1995512,-4.5590312,Water,Scotland,Loch Ness
Loch Paiteag,57.2051293,-4.5288375,Water,Scotland,Loch Ness
Loch a' Chinn Mhonaich,57.2054639,-4.5493249,Water,Scotland,Loch Ness
Lochan Mam-chuil,57.1648658,-4.5878822,Water,Scotland,Loch Ness
Lochan a Choin Uire,57.2123358,-4.5505572,Water,Scotland,Loch Ness
Loch Feith a'Phuill,57.1482113,-4.3898605,Water,Scotland,Loch Ness
Loch nan Losganan,57.2056889,-4.483456,Water,Scotland,Loch Ness
Loch Scristan,57.2256646,-4.5265847,Water,Scotland,Loch Ness
Dearg Lochain,57.2290531,-4.5235958,Water,Scotland,Loch Ness
Loch Conagleann,57.2604912,-4.34241,Water,Scotland,Loch Ness
Loch Laide,57.385512,-4.4191858,Water,Scotland,Loch Ness
Loch Neaty,57.3941264,-4.6109909,Water,Scotland,Loch Ness
Loch Garbh Iolachan,57.3862345,-4.6158674,Water,Scotland,Loch Ness
Loch Garbh Bhreac,57.3866465,-4.6051315,Water,Scotland,Loch Ness
Lochan an Tairt,57.3665244,-4.587333,Water,Scotland,Loch Ness
Loch Càrn nam Badan,57.3728226,-4.6669545,Water,Scotland,Loch Ness
Loch a' Mhuilinn,57.4083952,-4.645225,Water,Scotland,Loch Ness
Loch nam Bat,57.364281,-4.5069489,Water,Scotland,Loch Ness
Loch nam Faoileag,57.358013,-4.5048495,Water,Scotland,Loch Ness
Loch Gorm,57.3655624,-4.5262295,Water,Scotland,Loch Ness
Loch na Ba Ruaidhe,57.3635278,-4.4983999,Water,Scotland,Loch Ness
Loch a' Chinn Mhonaich,57.2060925,-4.5505647,Water,Scotland,Loch Ness
Loch nam Bonnach,57.4967102,-4.5381649,Water,Scotland,Loch Ness
Loch nan Eun,57.4997484,-4.5639269,Water,Scotland,Loch Ness
An Gorm-loch,57.4798354,-4.7161118,Water,Scotland,Loch Ness
Loch Beag,57.4803284,-4.7265404,Water,Scotland,Loch Ness
Lochan Fada,57.45485,-4.6238552,Lake,Scotland,Loch Ness
Loch Dundreggan,57.1984272,-4.7276065,Reservoir,Scotland,Loch Ness
Loch a' Bhron,57.4109317,-4.5488538,Water,Scotland,Loch Ness
Belladrum Burn,57.4536061,-4.4861755,Water,Scotland,Loch Ness
Loch Beannacharan,57.4092555,-4.8153397,Water,Scotland,Loch Ness
Loch Caillte,57.3875224,-4.6904908,Water,Scotland,Loch Ness
Loch Farr,57.3479818,-4.1862205,Lake,Scotland,Loch Ness
Deer Pond,57.3922429,-4.3301217,Water,Scotland,Loch Ness
Loch nam Freumh,57.3017492,-4.7769152,Water,Scotland,Loch Ness
Loch Caoireach,57.3049623,-4.7820267,Water,Scotland,Loch Ness
Loch na Beinne Moire,57.2985919,-4.7822232,Water,Scotland,Loch Ness
School Lochan,57.5172231,-4.4554223,Water,Scotland,Loch Ness
Lochan nan Deala,57.2565813,-4.4606298,Water,Scotland,Loch Ness
Loch Bad nan Earb,57.3704503,-4.5675905,Water,Scotland,Loch Ness
Loch Fada Dubh,57.3730077,-4.570078,Water,Scotland,Loch Ness
Loch nam Breac Dearga,57.3759649,-4.5413037,Water,Scotland,Loch Ness
Loch nan Tunnag,57.3661439,-4.5695546,Water,Scotland,Loch Ness
Poll an t-Searraich,57.3816863,-4.5848364,Water,Scotland,Loch Ness
Loch nan Gobhar,57.2312721,-4.8043835,Water,Scotland,Loch Ness
Loch a' Mhuilinn,57.1908771,-4.6449168,Water,Scotland,Loch Ness
Loch Caulan,57.4009227,-4.1889158,Water,Scotland,Loch Ness
Lochan Torr an Tuill,57.2719248,-4.4544328,Water,Scotland,Loch Ness
Loch Achadh na Doimhne,57.3534105,-4.5614163,Water,Scotland,Loch Ness
Loch Maolachan,57.3597512,-4.5206348,Water,Scotland,Loch Ness
Loch an Sgòr Ghaothair,57.3502418,-4.5134301,Water,Scotland,Loch Ness
Lochan an Torra Bhuidhe,57.3547667,-4.5179631,Water,Scotland,Loch Ness
Loch Comhnard,57.3104731,-4.7220778,Water,Scotland,Loch Ness
Aigas Loch,57.4366658,-4.5769581,Water,Scotland,Loch Ness
Loch na Toinnidh,57.491632,-4.5433714,Water,Scotland,Loch Ness
Lily Loch,57.5138731,-4.4457588,Water,Scotland,Loch Ness
Clachnaharry Sea Lock,57.4905151,-4.2626659,Water,Scotland,Loch Ness
